alpha_rad,mach,CN,CA,CM,CMQ,CNR,CLP,CNB,CYB
-1.221730,0.5000,-3.014000,-0.486000,-9.627800,-0.071760,-1.174000,-5.222000,95.569360,-26.304492
-1.221730,0.7000,-3.389000,-1.368000,-9.568000,-0.080790,-1.222000,-5.434000,99.751952,-28.963017
-1.221730,0.9000,-3.926000,-2.495000,-8.060700,-0.103600,-1.179000,-5.242000,93.449416,-32.641406
-1.221730,1.1000,-24.524000,3.560000,1.191700,-0.138300,-1.179000,-5.242000,-5.613840,-43.945863
-1.221730,1.3000,-22.975000,3.774000,1.014700,-0.110300,-1.179000,-5.242000,-5.323924,-38.823620
-1.221730,1.6000,-21.440000,3.567000,0.983700,-0.094720,-1.179000,-5.242000,-4.128161,-35.815592
-1.221730,2.0000,-22.228000,1.299000,1.921000,-0.080170,-1.179000,-5.242000,-3.075637,-37.482899
-1.221730,2.5000,-21.886000,0.669000,1.979200,-0.066040,-1.179000,-5.242000,-2.099890,-33.672730
-1.221730,3.0000,-21.837000,0.284000,2.078900,-0.056810,-1.179000,-5.242000,-1.536100,-30.956910
-1.134464,0.3000,-3.612000,-1.656000,-4.671000,-0.067420,-1.566000,-4.648000,43.126533,-20.775450
-1.134464,0.5000,-3.892000,-2.149000,-4.511300,-0.071760,-1.605000,-4.762000,44.152128,-21.646346
-1.134464,0.7000,-4.462000,-3.144000,-4.257100,-0.080790,-1.670000,-4.956000,45.819435,-23.267816
-1.134464,0.9000,-5.319000,-4.479000,-3.092300,-0.103600,-1.611000,-4.781000,42.817136,-26.911828
-1.134464,1.1000,-23.980000,1.553000,1.567200,-0.138300,-1.611000,-4.781000,-5.613840,-39.098640
-1.134464,1.3000,-22.416000,2.170000,1.246900,-0.110300,-1.611000,-4.781000,-5.323924,-33.667000
-1.134464,1.6000,-20.973000,2.153000,1.224900,-0.094720,-1.611000,-4.781000,-4.128161,-30.870966
-1.134464,2.0000,-22.530000,0.123000,2.597000,-0.080170,-1.611000,-4.781000,-3.075637,-31.254848
-1.134464,2.5000,-22.296000,-0.157000,2.648200,-0.066040,-1.611000,-4.781000,-2.099890,-27.788453
-1.134464,3.0000,-22.232000,-0.303000,2.756700,-0.056810,-1.611000,-4.781000,-1.536100,-25.061174
