alpha_rad,mach,CN,CA,CM,CMQ,CNR,CLP,CNB,CYB
-1.570796,0.5000,-3.186000,3.842000,-0.000000,-0.056340,-0.117200,-8.385000,79.698429,-20.225410
-1.570796,0.7000,-3.180000,3.999000,-0.000000,-0.064000,-0.122000,-8.731000,84.511275,-23.073010
-1.570796,0.9000,-3.179000,3.920000,-0.000000,-0.086300,-0.119600,-8.557000,85.141528,-24.276222
-1.570796,1.1000,-21.121000,4.474000,1.303300,-0.102800,-0.119600,-8.557000,-3.209137,-31.953856
-1.570796,1.3000,-19.695000,4.724000,1.203900,-0.089350,-0.119600,-8.557000,-3.487594,-30.802211
-1.570796,1.6000,-18.109000,4.335000,1.097300,-0.075060,-0.119600,-8.557000,-2.465437,-28.264008
-1.570796,2.0000,-17.197000,3.496000,1.042500,-0.062170,-0.119600,-8.557000,-1.619752,-27.622295
-1.570796,2.5000,-16.357000,2.787000,0.993200,-0.051370,-0.119600,-8.557000,-1.047940,-25.788830
-1.570796,3.0000,-16.060000,2.301000,0.976800,-0.043350,-0.119600,-8.557000,-0.734532,-24.797613
-1.483530,0.3000,-2.846000,2.305000,-70.456100,-0.052820,-0.327000,-7.955000,1157.947704,-19.182627
-1.483530,0.5000,-2.837000,2.271000,-74.400900,-0.056340,-0.335200,-8.153000,1271.393347,-20.615021
-1.483530,0.7000,-2.840000,2.177000,-78.496700,-0.064000,-0.349000,-8.489000,1330.408000,-23.479810
-1.483530,0.9000,-2.856000,1.995000,-75.089200,-0.086300,-0.342000,-8.320000,1230.713344,-24.917935
-1.483530,1.1000,-20.852000,3.444000,1.252200,-0.102800,-0.342000,-8.320000,-3.209137,-32.005422
-1.483530,1.3000,-19.439000,3.668000,1.154000,-0.089350,-0.342000,-8.320000,-3.487594,-30.767834
-1.483530,1.6000,-17.916000,3.382000,1.048100,-0.075060,-0.342000,-8.320000,-2.465437,-28.441625
-1.483530,2.0000,-17.127000,2.421000,1.026800,-0.062170,-0.342000,-8.320000,-1.619752,-29.490138
-1.483530,2.5000,-16.373000,1.823000,0.989800,-0.051370,-0.342000,-8.320000,-1.047940,-27.393112
-1.483530,3.0000,-16.122000,1.410000,0.987400,-0.043350,-0.342000,-8.320000,-0.734532,-26.212819
-1.396263,0.3000,-2.767000,0.896000,-20.179300,-0.052820,-0.642000,-7.620000,360.103974,-18.162762
-1.396263,0.5000,-2.786000,0.739000,-20.790100,-0.056340,-0.657900,-7.810000,382.334737,-19.537861
-1.396263,0.7000,-2.843000,0.400000,-21.537400,-0.064000,-0.685100,-8.132000,405.596823,-22.253681
-1.396263,0.9000,-2.909000,0.077000,-20.198700,-0.086300,-0.671400,-7.970000,390.871808,-24.236115
-1.396263,1.1000,-20.498000,2.485000,1.230000,-0.102800,-0.671400,-7.970000,-3.209137,-30.292279
-1.396263,1.3000,-19.130000,2.717000,1.134100,-0.089350,-0.671400,-7.970000,-3.487594,-28.951557
-1.396263,1.6000,-17.710000,2.485000,1.039200,-0.075060,-0.671400,-7.970000,-2.465437,-26.860261
-1.396263,2.0000,-17.158000,1.348000,1.138500,-0.062170,-0.671400,-7.970000,-1.619752,-28.779670
-1.396263,2.5000,-16.515000,0.888000,1.125900,-0.051370,-0.671400,-7.970000,-1.047940,-26.636808
-1.396263,3.0000,-16.307000,0.566000,1.148600,-0.043350,-0.671400,-7.970000,-0.734532,-25.313275
-1.308997,0.3000,-2.929000,-0.377000,-7.605800,-0.052820,-1.050000,-7.185000,97.517417,-16.426700
-1.308997,0.5000,-2.997000,-0.640000,-7.671100,-0.056340,-1.076000,-7.364000,101.528121,-17.612723
-1.308997,0.7000,-3.152000,-1.187000,-7.708200,-0.064000,-1.120000,-7.668000,106.856629,-19.938931
-1.308997,0.9000,-3.317000,-1.690000,-6.867100,-0.086300,-1.098000,-7.515000,103.017812,-22.391191
-1.308997,1.1000,-20.054000,1.570000,1.239800,-0.102800,-1.098000,-7.515000,-3.209137,-28.401518
-1.308997,1.3000,-18.754000,1.823000,1.145200,-0.089350,-1.098000,-7.515000,-3.487594,-27.215495
-1.308997,1.6000,-17.454000,1.694000,1.057600,-0.075060,-1.098000,-7.515000,-2.465437,-25.061174
-1.308997,2.0000,-17.285000,0.383000,1.380300,-0.062170,-1.098000,-7.515000,-1.619752,-26.808695
-1.308997,2.5000,-16.761000,0.081000,1.395200,-0.051370,-1.098000,-7.515000,-1.047940,-24.723129
-1.308997,3.0000,-16.582000,-0.131000,1.446200,-0.043350,-1.098000,-7.515000,-0.734532,-23.267816
-1.221730,0.3000,-3.270000,-1.433000,-3.156300,-0.052820,-1.537000,-6.664000,36.738054,-14.186435
-1.221730,0.5000,-3.403000,-1.772000,-3.066700,-0.056340,-1.576000,-6.830000,37.912617,-15.040142
-1.221730,0.7000,-3.687000,-2.467000,-2.882700,-0.064000,-1.641000,-7.112000,39.625761,-16.730368
-1.221730,0.9000,-4.008000,-3.157000,-2.220700,-0.086300,-1.608000,-6.970000,38.176178,-19.417540
-1.221730,1.1000,-19.552000,0.658000,1.302200,-0.102800,-1.608000,-6.970000,-3.209137,-26.281574
-1.221730,1.3000,-18.396000,0.954000,1.207500,-0.089350,-1.608000,-6.970000,-3.487594,-24.797613
-1.221730,1.6000,-17.176000,0.928000,1.128700,-0.075060,-1.608000,-6.970000,-2.465437,-22.746424
-1.221730,2.0000,-17.452000,-0.385000,1.723400,-0.062170,-1.608000,-6.970000,-1.619752,-23.663157
-1.221730,2.5000,-17.036000,-0.513000,1.758500,-0.051370,-1.608000,-6.970000,-1.047940,-21.720830
-1.221730,3.0000,-16.863000,-0.604000,1.831700,-0.043350,-1.608000,-6.970000,-0.734532,-20.162385
-1.134464,0.3000,-3.724000,-2.233000,-1.193400,-0.052820,-2.091000,-6.071000,16.759016,-11.533640
-1.134464,0.5000,-3.924000,-2.604000,-1.053900,-0.056340,-2.143000,-6.222000,17.183004,-11.997736
-1.134464,0.7000,-4.341000,-3.363000,-0.792600,-0.064000,-2.231000,-6.479000,17.830447,-12.948846
-1.134464,0.9000,-4.868000,-4.218000,-0.203700,-0.086300,-2.187000,-6.350000,17.228841,-15.601641
-1.134464,1.1000,-19.024000,-0.244000,1.440600,-0.102800,-2.187000,-6.350000,-3.209137,-23.141765
-1.134464,1.3000,-17.983000,0.197000,1.305800,-0.089350,-2.187000,-6.350000,-3.487594,-21.182250
-1.134464,1.6000,-16.826000,0.286000,1.231000,-0.075060,-2.187000,-6.350000,-2.465437,-19.337326
-1.134464,2.0000,-17.564000,-0.895000,2.112500,-0.062170,-2.187000,-6.350000,-1.619752,-19.474835
-1.134464,2.5000,-17.227000,-0.849000,2.151600,-0.051370,-2.187000,-6.350000,-1.047940,-17.755962
-1.134464,3.0000,-17.029000,-0.817000,2.233100,-0.043350,-2.187000,-6.350000,-0.734532,-16.157410
-1.047198,0.3000,-4.205000,-2.742000,-0.231600,-0.052820,-2.693000,-5.424000,8.388102,-8.565719
