time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,elevator,aileron,rudder,throttle,elevator_cmd,aileron_cmd,rudder_cmd,throttle_cmd,tvc_pitch,tvc_yaw,alpha,beta,mach,airspeed,altitude,mass,thrust,pitch_sp,roll_sp,heading_sp,altitude_sp,speed_sp,qbar,rocket_table_aero_fx,rocket_table_aero_fy,rocket_table_aero_fz,rocket_table_aero_mx,rocket_table_aero_my,rocket_table_aero_mz,solid_motor_fx,solid_motor_fy,solid_motor_fz,solid_motor_mx,solid_motor_my,solid_motor_mz
0.35,18.16598,-0.10853481,-30.438666,82.757393,-1.5354038,-124.61029,-0.042064138,1.0044555,-0.064044302,0.10051942,0.054461936,-0.044819219,0.05338546,0.0036192191,-0.11333372,0.50475512,0.051220956,0.0021955357,-0.1153524,1,0,0,-0.013358718,0.0032038304,0.43043461,146.42401,30.438666,288.56164,97000,0.98960824,nan,0.00031989428,nan,nan,13093.664,-340.14765,-410.65335,76.792633,4.0338686,-20.878048,721.8409,97000,0,0,0,0,0
0.36,19.001636,-0.12447362,-31.69705,84.553966,-1.6657808,-127.341,-0.041663901,1.0049812,-0.064775742,0.1031783,0.053712796,-0.027263477,0.052279646,0.0028667711,-0.11391601,0.51457135,0.050229149,0.0014336283,-0.11427221,1,0,0,-0.012166666,0.0033747027,0.44005279,149.69377,31.69705,288.37769,97200,0.98929288,nan,0.00033734132,nan,nan,13683.322,-354.64966,-433.11756,61.330809,3.3285066,-41.193069,759.80949,97200,0,0,0,0,0
0.37,19.85527,-0.14172559,-32.98278,86.353074,-1.7980992,-130.08017,-0.040956645,1.0055048,-0.065172032,0.10531041,0.052486798,-0.0088929952,0.051231195,0.0021120942,-0.11361815,0.52419301,0.04928558,0.0006790872,-0.112297,1,0,0,-0.011026983,0.0033645526,0.44969682,152.97219,32.98278,288.19374,97400,0.98897064,nan,0.00035540695,nan,nan,14287.471,-369.44449,-449.81289,45.096707,2.5524103,-62.453431,789.24321,97400,0,0,0,0,0
0.38,20.726906,-0.16030647,-34.295939,88.154743,-1.9315333,-132.82782,-0.039935295,1.0060218,-0.065218516,0.10686649,0.050764362,0.010076513,0.050235279,0.0013604207,-0.11243823,0.53362396,0.048385306,-6.2232203e-05,-0.10944557,1,0,0,-0.0099417088,0.0031716866,0.4593667,156.25925,34.295939,288.00978,97600,0.9886415,nan,0.00037409549,nan,nan,14906.205,-384.5301,-459.92373,28.2002,1.7098053,-84.528977,808.90847,97600,0,0,0,0,0
0.39,21.61657,-0.1802235,-35.636613,89.959024,-2.0652039,-135.58396,-0.038596843,1.0065267,-0.064904798,0.10780078,0.048528787,0.029400692,0.049286966,0.00061729668,-0.11038562,0.54286798,0.047523144,-0.00078421226,-0.10574921,1,0,0,-0.0089131332,0.0027965628,0.46906245,159.55496,35.636613,287.82583,97800,0.98830543,nan,0.00039340912,nan,nan,15539.617,-399.90423,-462.68044,10.772415,0.8063601,-107.26279,817.64151,97800,0,0,0,0,0
0.4,22.52429,-0.20147493,-37.004886,91.765996,-2.1981887,-138.34859,-0.036942809,1.0070141,-0.064225318,0.10807203,0.04577122,0.048808554,0.048381231,-0.00011145235,-0.10748156,0.55192877,0.046694106,-0.0014805351,-0.10125217,1,0,0,-0.0079437006,0.0022420171,0.47878406,162.85932,37.004886,287.64188,98000,0.98796241,nan,0.00041334779,nan,nan,16187.8,-415.41622,-457.38181,-6.4396444,-0.15074207,-129.95021,814.38379,98000,0,0,0,0,0
0.41,23.450086,-0.22404929,-38.400836,93.57384,-2.3294107,-141.11861,-0.034979649,1.0074778,-0.063179893,0.10764465,0.042492907,0.068005109,0.047513336,-0.00081978427,-0.10375979,0.56080997,0.045894286,-0.0021448421,-0.09601274,1,0,0,-0.0070360349,0.0015135018,0.48852091,166.16871,38.400836,287.46575,97971.429,0.98761242,nan,0.0004339089,nan,nan,16850.115,-431.15762,-443.40323,-23.709669,-1.1527096,-152.76815,798.1851,97971.429,0,0,0,0,0
0.42,24.393955,-0.24792371,-39.824493,95.38032,-2.4577532,-143.89025,-0.03271912,1.0079117,-0.061774198,0.10648985,0.038689995,0.086674293,0.046678769,-0.0015015549,-0.099267135,0.56951514,0.045119022,-0.0027708548,-0.0901023,1,0,0,-0.0061928985,0.0006191713,0.49826,169.4787,39.824493,287.28963,97942.857,0.98725546,nan,0.00045508656,nan,nan,17525.694,-447.13847,-420.24014,-40.979903,-2.1890848,-175.593,768.27855,97942.857,0,0,0,0,0
0.43,25.355883,-0.27306504,-41.275873,97.185576,-2.5822438,-146.66343,-0.030178615,1.0083092,-0.060020244,0.10458607,0.034371524,0.1044696,0.045944165,-0.002149667,-0.094211218,0.57804776,0.04470979,-0.0033477226,-0.084314852,1,0,0,-0.0054168619,-0.00042994428,0.50800124,172.78927,41.275873,287.1135,97914.286,0.9868915,nan,0.00047687226,nan,nan,18214.528,-464.17315,-386.9201,-57.634277,-3.2508218,-197.38868,722.77252,97914.286,0,0,0,0,0
0.44,26.335858,-0.29943043,-42.754992,98.989759,-2.7019402,-149.43805,-0.027381615,1.0086637,-0.057936977,0.10191986,0.02954772,0.1210471,0.045369258,-0.002756489,-0.088773449,0.58641126,0.044373973,-0.0038708312,-0.07806249,1,0,0,-0.0047104571,-0.0016197622,0.51774453,176.10037,42.754992,286.93738,97885.714,0.98652055,nan,0.00049925509,nan,nan,18916.604,-481.68864,-344.84558,-74.296047,-4.3218868,-219.45477,664.50297,97885.714,0,0,0,0,0
0.45,27.333871,-0.32696799,-44.261864,100.79304,-2.815968,-152.21403,-0.024357013,1.0089686,-0.055549602,0.09848974,0.024211194,0.13610284,0.044888544,-0.0033159815,-0.082877756,0.59460898,0.044030322,-0.004335408,-0.071272157,1,0,0,-0.0040764254,-0.0029336875,0.5274898,179.41198,44.261864,286.76125,97857.143,0.9861426,nan,0.00052222195,nan,nan,19631.913,-499.51283,-293.74465,-90.642811,-5.386571,-241.3557,593.02229,97857.143,0,0,0,0,0
0.46,28.349913,-0.35561722,-45.7965,102.5956,-2.9234925,-154.99125,-0.021138929,1.0092171,-0.05288948,0.094305385,0.01836906,0.14931763,0.044460307,-0.0038224493,-0.076517191,0.60264422,0.04367571,-0.0047364788,-0.064051737,1,0,0,-0.0035175641,-0.0043524613,0.53723701,182.72407,45.7965,286.58513,97828.571,0.98575764,nan,0.00054575761,nan,nan,20360.443,-517.64464,-233.45998,-106.25279,-6.4287492,-262.4819,507.97977,97828.571,0,0,0,0,0
0.47,29.383979,-0.38530956,-47.358915,104.39766,-3.0237407,-157.76957,-0.017766763,1.0094027,-0.049994337,0.089388287,0.012041676,0.16037017,0.04405857,-0.0042706228,-0.069734182,0.61052019,0.043308086,-0.0050696461,-0.056522801,1,0,0,-0.0030365944,-0.0058541407,0.54698606,186.03662,47.358915,286.409,97800,0.98536567,nan,0.00056984491,nan,nan,21102.182,-536.08296,-164.19401,-120.73793,-7.4314425,-282.29817,409.61233,97800,0,0,0,0,0
0.48,30.436064,-0.41596908,-48.949116,106.19946,-3.1160251,-160.54884,-0.014285012,1.0095193,-0.046908181,0.083772283,0.0052613985,0.16895038,0.04366722,-0.0046557287,-0.062605842,0.61824006,0.042926527,-0.005331139,-0.048819004,1,0,0,-0.0026360442,-0.0074142106,0.55673689,189.34959,48.949116,286.23288,97771.429,0.98496669,nan,0.00059446487,nan,nan,21857.117,-554.82667,-86.485048,-133.72882,-8.3770243,-300.31362,298.69187,97771.429,0,0,0,0,0
0.49,31.506167,-0.44751342,-50.567114,108.00126,-3.1997654,-163.32888,-0.010742843,1.0095614,-0.043680957,0.077503947,-0.0019280849,0.17477179,0.04327653,-0.0049735627,-0.055234435,0.6258069,0.04253134,-0.0055179017,-0.041084051,1,0,0,-0.0023181363,-0.0090058118,0.5664894,192.66296,50.567114,286.05675,97742.857,0.98456068,nan,0.000619597,nan,nan,22625.233,-573.87459,-1.1949959,-144.86781,-9.2474622,-316.06605,176.49573,97742.857,0,0,0,0,0
0.5,32.594288,-0.47985499,-52.212915,109.80333,-3.27451,-166.1095,-0.0071934453,1.0095242,-0.040367942,0.070642789,-0.009472133,0.17758333,0.042881112,-0.005220574,-0.047740735,0.63322377,0.042124167,-0.0056277052,-0.033469202,1,0,0,-0.0020846789,-0.010600078,0.57624353,195.9767,52.212915,285.88063,97714.286,0.98414764,nan,0.00064521956,nan,nan,23406.515,-593.22556,90.498689,-153.80739,-10.024616,-329.11603,44.786726,97714.286,0,0,0,0,0
0.51,33.700433,-0.51290235,-53.886525,111.60594,-3.3399551,-168.89049,-0.0036931732,1.0094041,-0.037028903,0.063261214,-0.017305459,0.17718071,0.042478734,-0.0053939633,-0.040258947,0.64049362,0.041708067,-0.005659268,-0.026130337,1,0,0,-0.0019369565,-0.012166575,0.58599917,199.29076,53.886525,285.7045,97685.714,0.98372757,nan,0.00067130994,nan,nan,24200.947,-612.87837,187.11199,-160.21247,-10.690603,-339.04728,-94.206549,97685.714,0,0,0,0,0
