alpha_rad,mach,CN,CA,CM,CMQ,CNR,CLP,CNB,CYB
-2.094395,2.6000,-0.000000,0.000000,-0.000000,-0.135900,1.910000,0.000000,1.298255,0.000000
-2.094395,3.0000,-0.000000,0.000000,-0.000000,-0.120100,1.910000,0.000000,1.269944,0.000000
-2.094395,3.5000,-0.000000,0.000000,-0.000000,-0.105300,1.910000,0.000000,1.419587,0.000000
-2.094395,4.0000,-0.000000,0.000000,-0.000000,-0.093520,1.910000,0.000000,1.992882,0.000000
-2.094395,4.5000,-0.000000,0.000000,-0.000000,-0.084000,1.910000,0.000000,2.056581,0.000000
-2.094395,5.0000,-0.000000,0.000000,-0.000000,-0.076350,1.910000,0.000000,2.041415,0.000000
-2.007129,0.0000,-0.000000,0.000000,-0.000000,-0.106300,2.430000,0.000000,-3.546088,0.000000
-2.007129,0.2000,-0.000000,0.000000,-0.000000,-0.106800,2.439000,0.000000,-5.185789,0.000000
-2.007129,0.4000,-0.000000,0.000000,-0.000000,-0.108700,2.474000,0.000000,-5.683741,0.000000
-2.007129,0.6000,-0.000000,0.000000,-0.000000,-0.111800,2.536000,0.000000,-6.100438,0.000000
-2.007129,0.8000,-0.000000,0.000000,-0.000000,-0.115000,2.511000,0.000000,-5.971262,0.000000
-2.007129,0.9500,-0.000000,0.000000,-0.000000,-0.119200,2.325000,0.000000,-5.504562,0.000000
-2.007129,1.0500,-0.000000,0.000000,-0.000000,-0.220200,2.325000,0.000000,3.402695,0.000000
-2.007129,1.2000,-0.000000,0.000000,-0.000000,-0.207000,2.325000,0.000000,86.612120,0.000000
-2.007129,1.4000,-0.000000,0.000000,-0.000000,-0.206300,2.325000,0.000000,3.054876,0.000000
-2.007129,1.8000,-0.000000,0.000000,-0.000000,-0.173100,2.325000,0.000000,1.004766,0.000000
-2.007129,2.2000,-0.000000,0.000000,-0.000000,-0.152900,2.325000,0.000000,1.708088,0.000000
-2.007129,2.6000,-0.000000,0.000000,-0.000000,-0.135900,2.325000,0.000000,1.731007,0.000000
-2.007129,3.0000,-0.000000,0.000000,-0.000000,-0.120100,2.325000,0.000000,1.693259,0.000000
-2.007129,3.5000,-0.000000,0.000000,-0.000000,-0.105300,2.325000,0.000000,1.892783,0.000000
-2.007129,4.0000,-0.000000,0.000000,-0.000000,-0.093520,2.325000,0.000000,2.657176,0.000000
-2.007129,4.5000,-0.000000,0.000000,-0.000000,-0.084000,2.325000,0.000000,2.742109,0.000000
-2.007129,5.0000,-0.000000,0.000000,-0.000000,-0.076350,2.325000,0.000000,2.721887,0.000000
-1.919862,0.0000,-0.000000,0.000000,-0.000000,-0.106300,2.850000,0.000000,-4.432610,0.000000
-1.919862,0.2000,-0.000000,0.000000,-0.000000,-0.106800,2.860000,0.000000,-6.482236,0.000000
-1.919862,0.4000,-0.000000,0.000000,-0.000000,-0.108700,2.901000,0.000000,-7.104677,0.000000
-1.919862,0.6000,-0.000000,0.000000,-0.000000,-0.111800,2.974000,0.000000,-7.625547,0.000000
-1.919862,0.8000,-0.000000,0.000000,-0.000000,-0.115000,2.944000,0.000000,-7.464077,0.000000
-1.919862,0.9500,-0.000000,0.000000,-0.000000,-0.119200,2.726000,0.000000,-6.880702,0.000000
-1.919862,1.0500,-0.000000,0.000000,-0.000000,-0.220200,2.726000,0.000000,4.253369,0.000000
-1.919862,1.2000,-16.942000,0.000000,-21.358600,-0.207000,2.726000,0.000000,115.482827,65.374484
-1.919862,1.4000,-0.000000,0.000000,-0.000000,-0.206300,2.726000,0.000000,3.818595,0.000000
-1.919862,1.8000,-0.000000,0.000000,-0.000000,-0.173100,2.726000,0.000000,1.255957,0.000000
-1.919862,2.2000,-0.000000,0.000000,-0.000000,-0.152900,2.726000,0.000000,2.135110,0.000000
-1.919862,2.6000,-0.000000,0.000000,-0.000000,-0.135900,2.726000,0.000000,2.163758,0.000000
-1.919862,3.0000,-0.000000,0.000000,-0.000000,-0.120100,2.726000,0.000000,2.116574,0.000000
-1.919862,3.5000,-0.000000,0.000000,-0.000000,-0.105300,2.726000,0.000000,2.365979,0.000000
-1.919862,4.0000,-0.000000,0.000000,-0.000000,-0.093520,2.726000,0.000000,3.321470,0.000000
-1.919862,4.5000,-0.000000,0.000000,-0.000000,-0.084000,2.726000,0.000000,3.427636,0.000000
-1.919862,5.0000,-0.000000,0.000000,-0.000000,-0.076350,2.726000,0.000000,3.402358,0.000000
